id,collection,dc.contributor.author,dc.contributor.translator,dc.date.issued,dc.description[en],dc.identifier.citation[en],dc.identifier.DOI,dc.identifier.issn,dc.language.iso[en],dc.publisher[en],dc.title[en],dc.type[en],prism.issueIdentifier[en],prism.publicationName[en],prism.volume[en],pdf_filename,issueurl,pdfname,title,author_problem,date-text,author_citation
+,2451/61976,"Suarez, Virgil",,2002,,"Virgil Suarez, ""Haircut,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/5a3y-v4b3",https://doi.org/10.33682/5a3y-v4b3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Haircut,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Haircut.pdf,http://www.nyu.edu/calabash/vol2no1/,Haircut.pdf,Haircut,,Fall 2002,Virgil Suarez
+,2451/61976,"Suarez, Virgil",,2002,,"Virgil Suarez, ""Las Ausencias,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/4mp4-4fdh",https://doi.org/10.33682/4mp4-4fdh,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Las Ausencias,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Las_Ausencias.pdf,http://www.nyu.edu/calabash/vol2no1/,Las Ausencias.pdf,Las Ausencias,,Fall 2002,Virgil Suarez
+,2451/61976,"Pepin, Ernest",,2001,,"Ernest Pepin, ""A Saltwater Negro Speaks/ Demande Moi,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/8gv9-cawr",https://doi.org/10.33682/8gv9-cawr,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,A Saltwater Negro Speaks/ Demande Moi,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,A_Saltwater_Negro_Speaks.pdf,http://www.nyu.edu/calabash/vol1no2/,A Saltwater Negro Speaks.pdf,A Saltwater Negro Speaks/ Demande Moi,,Spring-Summer 2001,Ernest Pepin
+,2451/61976,"Farrell, Winston",,2001,,"Winston Farrell, ""Dear Brer Rabbit,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/usa3-0ga4",https://doi.org/10.33682/usa3-0ga4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Dear Brer Rabbit,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Dear_Brer_Rabbit.pdf,http://www.nyu.edu/calabash/vol1no2/,Dear Brer Rabbit.pdf,Dear Brer Rabbit,,Spring-Summer 2001,Winston Farrell
+,2451/61976,"Bourne, Carol",,2001,,"Carol Bourne, ""Tough Act,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/ye5r-m7mn",https://doi.org/10.33682/ye5r-m7mn,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Tough Act,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Tough_Act.pdf,http://www.nyu.edu/calabash/vol1no2/,Tough Act.pdf,Tough Act,,Spring-Summer 2001,Carol Bourne
+,2451/61976,"Bourne, Carol",,2001,,"Carol Bourne, ""Helen,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/qrcd-evy7",https://doi.org/10.33682/qrcd-evy7,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Helen,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Helen.pdf,http://www.nyu.edu/calabash/vol1no2/,Helen.pdf,Helen,,Spring-Summer 2001,Carol Bourne
+,2451/61976,"Owtram, Gerthie",,2001,,"Gerthie Owtram, ""Full Moon,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/1b7z-d690",https://doi.org/10.33682/1b7z-d690,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Full Moon,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Full_Moon.pdf,http://www.nyu.edu/calabash/vol1no2/,Full Moon.pdf,Full Moon,,Spring-Summer 2001,Gerthie Owtram
+,2451/61976,"Bishop, Jacqueline||McLean, Dolace",,2005,,"Jacqueline Bishop, Dolace McLean, ""Working out Grenada: , An Interview With Merle Collins,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/3ds9-uswj",https://doi.org/10.33682/3ds9-uswj,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"Working out Grenada: , An Interview With Merle Collins",Article,2,Calabash: a Journal of Caribbean Arts and Letters,3,0302053.pdf,http://www.nyu.edu/calabash/vol3no2/,vol3no2/0302053.pdf,"Working out Grenada: , An Interview With Merle Collins",,Fall-Winter 2005,"Jacqueline Bishop, Dolace McLean"
+,2451/61976,"Ruiz, Maria Luisa",,2005,,"Maria Luisa Ruiz, ""Redifining the Concept of God: , A Review of Yván Silén's La Muerte De Mamá,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/zgc1-npm5",https://doi.org/10.33682/zgc1-npm5,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"Redifining the Concept of God: , A Review of Yván Silén's La Muerte De Mamá",Article,2,Calabash: a Journal of Caribbean Arts and Letters,3,0302076.pdf,http://www.nyu.edu/calabash/vol3no2/,vol3no2/0302076.pdf,"Redifining the Concept of God: , A Review of Yván Silén's La Muerte De Mamá",,Fall-Winter 2005,Maria Luisa Ruiz
+,2451/61976,"Ruiz, Maria Luisa",,2005,,"Maria Luisa Ruiz, ""Una Resena De La Muerte De Mama De Yvan Silen,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/hvfb-0yra",https://doi.org/10.33682/hvfb-0yra,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Una Resena De La Muerte De Mama De Yvan Silen,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3,0302080.pdf,http://www.nyu.edu/calabash/vol3no2/,vol3no2/0302080.pdf,Una Resena De La Muerte De Mama De Yvan Silen,,Fall-Winter 2005,Maria Luisa Ruiz
+,2451/61976,"Palmer, Jennifer",,2000-09,,"Jennifer Palmer, ""Mr. Hugo,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/a3a2-z9jm",https://doi.org/10.33682/a3a2-z9jm,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Mr. Hugo,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,Mr_Hugo.pdf,http://www.nyu.edu/calabash/vol1no1//,Mr Hugo.pdf,Mr. Hugo,,September 2000,Jennifer Palmer
+,2451/61976,"Brennan, Susan",,2004,,"Susan Brennan, ""Forest,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/xc4g-480b",https://doi.org/10.33682/xc4g-480b,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Forest,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301104.pdf,http://www.nyu.edu/calabash/vol3no1/,0301104.pdf,Forest,,Fall-Spring 2004,Susan Brennan
+,2451/61976,"Brennan, Susan",,2004,,"Susan Brennan, ""Island Haikus,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/8ttb-u26c",https://doi.org/10.33682/8ttb-u26c,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Island Haikus,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301107.pdf,http://www.nyu.edu/calabash/vol3no1/,0301107.pdf,Island Haikus,,Fall-Spring 2004,Susan Brennan
+,2451/61976,"Brennan, Susan",,2004,,"Susan Brennan, ""Party at the House of Isis,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/8pcf-q8j2",https://doi.org/10.33682/8pcf-q8j2,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Party at the House of Isis,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301109.pdf,http://www.nyu.edu/calabash/vol3no1/,0301109.pdf,Party at the House of Isis,,Fall-Spring 2004,Susan Brennan
+,2451/61976,"Rogers, Nadine",,2004,,"Nadine Rogers, ""Casting Spells,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/cwq4-wpsb",https://doi.org/10.33682/cwq4-wpsb,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Casting Spells,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301111.pdf,http://www.nyu.edu/calabash/vol3no1/,0301111.pdf,Casting Spells,,Fall-Spring 2004,Nadine Rogers
+,2451/61976,"Rogers, Nadine",,2004,,"Nadine Rogers, ""Notes from Lee Malvo's Cell,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/t9ws-tk42",https://doi.org/10.33682/t9ws-tk42,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Notes from Lee Malvo's Cell,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301113.pdf,http://www.nyu.edu/calabash/vol3no1/,0301113.pdf,Notes from Lee Malvo's Cell,,Fall-Spring 2004,Nadine Rogers
+,2451/61976,"Leonin, Mia",,2003,,"Mia Leonin, ""Meridian,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/jt5t-0955",https://doi.org/10.33682/jt5t-0955,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Meridian,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202069.pdf,http://www.nyu.edu/calabash/vol2no2/,0202069.pdf,Meridian,,Summer-Fall 2003,Mia Leonin
+,2451/61976,"Leonin, Mia",,2003,,"Mia Leonin, ""Fatima -- Hand on Fire,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/wd1j-02sn",https://doi.org/10.33682/wd1j-02sn,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Fatima -- Hand on Fire,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202070.pdf,http://www.nyu.edu/calabash/vol2no2/,0202070.pdf,Fatima -- Hand on Fire,,Summer-Fall 2003,Mia Leonin
+,2451/61976,"Bethel, Nicolette",,2003,,"Nicolette Bethel, ""The Scotsman Gives Lily Her Name,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/gd9a-f1sh",https://doi.org/10.33682/gd9a-f1sh,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Scotsman Gives Lily Her Name,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202071.pdf,http://www.nyu.edu/calabash/vol2no2/,0202071.pdf,The Scotsman Gives Lily Her Name,,Summer-Fall 2003,Nicolette Bethel
+,2451/61976,"Fon, Roxanna",,2003,,"Roxanna Fon, ""Not Dancing with My Mother,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/6gbv-s7jf",https://doi.org/10.33682/6gbv-s7jf,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Not Dancing with My Mother,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202072.pdf,http://www.nyu.edu/calabash/vol2no2/,0202072.pdf,Not Dancing with My Mother,,Summer-Fall 2003,Roxanna Fon
+,2451/61976,"Quezada, Janet Arelis",,2002,,"Janet Arelis Quezada, ""tengo una pena en el alma,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/fh7j-tjw4",https://doi.org/10.33682/fh7j-tjw4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,tengo una pena en el alma,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,tengo_una_pena_en_el_alma.pdf,http://www.nyu.edu/calabash/vol2no1/,tengo una pena en el alma.pdf,tengo una pena en el alma,,Fall 2002,Janet Arelis Quezada
+,2451/61976,"Tate, Enith",,2002,,"Enith Tate, ""A View,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/enpj-y8uu",https://doi.org/10.33682/enpj-y8uu,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,A View,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,A_View.pdf,http://www.nyu.edu/calabash/vol2no1/,A View.pdf,A View,,Fall 2002,Enith Tate
+,2451/61976,"Tate, Enith",,2002,,"Enith Tate, ""Keeping Dreams,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/fwzg-s8b2",https://doi.org/10.33682/fwzg-s8b2,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Keeping Dreams,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Keeping_Dreams.pdf,http://www.nyu.edu/calabash/vol2no1/,Keeping Dreams.pdf,Keeping Dreams,,Fall 2002,Enith Tate
+,2451/61976,"Nurse, Louisa",,2002,,"Louisa Nurse, ""Polished,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/yzg8-6pws",https://doi.org/10.33682/yzg8-6pws,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Polished,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Polished.pdf,http://www.nyu.edu/calabash/vol2no1/,Polished.pdf,Polished,,Fall 2002,Louisa Nurse
+,2451/61976,"Walcott, Jennifer",,2002,,"Jennifer Walcott, ""Colonizer,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/e8nn-qsa3",https://doi.org/10.33682/e8nn-qsa3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Colonizer,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Colonizer.pdf,http://www.nyu.edu/calabash/vol2no1/,Colonizer.pdf,Colonizer,,Fall 2002,Jennifer Walcott
+,2451/61976,"Hawkins, Shayla",,2001,,"Shayla Hawkins, ""Example,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/8rnk-965g",https://doi.org/10.33682/8rnk-965g,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Example,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Example.pdf,http://www.nyu.edu/calabash/vol1no2/,Example.pdf,Example,,Spring-Summer 2001,Shayla Hawkins
+,2451/61976,"Hawkins, Shayla",,2001,,"Shayla Hawkins, ""Manchineel,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/9yt2-pmja",https://doi.org/10.33682/9yt2-pmja,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Manchineel,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Manchineel.pdf,http://www.nyu.edu/calabash/vol1no2/,Manchineel.pdf,Manchineel,,Spring-Summer 2001,Shayla Hawkins
+,2451/61976,"Hawkins, Shayla",,2001,,"Shayla Hawkins, ""The Mango Virgin,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/ctgt-3t5x",https://doi.org/10.33682/ctgt-3t5x,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Mango Virgin,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,The_Mango_Virgin.pdf,http://www.nyu.edu/calabash/vol1no2/,The Mango Virgin.pdf,The Mango Virgin,,Spring-Summer 2001,Shayla Hawkins
+,2451/61976,"Rollin, Isabelle-Pierre",,2001,,"Isabelle-Pierre Rollin, ""I Don't Speak French,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/3kjw-zgnj",https://doi.org/10.33682/3kjw-zgnj,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,I Don't Speak French,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,I_Don't_Speak_French.pdf,http://www.nyu.edu/calabash/vol1no2/,I Don't Speak French.pdf,I Don't Speak French,,Spring-Summer 2001,Isabelle-Pierre Rollin
+,2451/61976,"Fon, Roxanna",,2003,,"Roxanna Fon, ""Why are you taking pictures of that shit?,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/2y6v-c8hr",https://doi.org/10.33682/2y6v-c8hr,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Why are you taking pictures of that shit?,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202073.pdf,http://www.nyu.edu/calabash/vol2no2/,0202073.pdf,"""Why are you taking pictures of that shit?""",,Summer-Fall 2003,Roxanna Fon
+,2451/61976,"Ross, Sassy",,2003,,"Sassy Ross, ""On Being Long-Winded,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/za5v-2eqy",https://doi.org/10.33682/za5v-2eqy,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,On Being Long-Winded,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202074.pdf,http://www.nyu.edu/calabash/vol2no2/,0202074.pdf,On Being Long-Winded,,Summer-Fall 2003,Sassy Ross
+,2451/61976,"LaFontant, Pascal",,2003,,"Pascal LaFontant, ""Restitution,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/2sps-5den",https://doi.org/10.33682/2sps-5den,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Restitution,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202076.pdf,http://www.nyu.edu/calabash/vol2no2/,0202076.pdf,Restitution,,Summer-Fall 2003,Pascal LaFontant
+,2451/61976,"Ulysse, Katia",,2003,,"Katia Ulysse, ""Doll Party (Baptéme de Poupèe),"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/9vne-483b",https://doi.org/10.33682/9vne-483b,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Doll Party (Baptéme de Poupèe),Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202138.pdf,http://www.nyu.edu/calabash/vol2no2/,0202138.pdf,Doll Party (Baptéme de Poupèe),,Summer-Fall 2003,Katia Ulysse
+,2451/61976,"Etienne, Phebus",,2003,,"Phebus Etienne, ""Black Enough,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/8wpr-1tyh",https://doi.org/10.33682/8wpr-1tyh,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Black Enough,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202140.pdf,http://www.nyu.edu/calabash/vol2no2/,0202140.pdf,Black Enough,,Summer-Fall 2003,Phebus Etienne
+,2451/61976,"Rojas, Bonafide",,2003,,"Bonafide Rojas, ""Basquiat,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/runv-jb3r",https://doi.org/10.33682/runv-jb3r,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Basquiat,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202141.pdf,http://www.nyu.edu/calabash/vol2no2/,0202141.pdf,Basquiat,,Summer-Fall 2003,Bonafide Rojas
+,2451/61976,"Ince, Claire",,2002,,"Claire Ince, ""a study in students,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/sjp5-yyen",https://doi.org/10.33682/sjp5-yyen,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,a study in students,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,a_study_in_students.pdf,http://www.nyu.edu/calabash/vol2no1/,a study in students.pdf,a study in students,,Fall 2002,Claire Ince
+,2451/61976,"Harris, Maggie",,2002,,"Maggie Harris, ""Dear Claude,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/6dud-z6jm",https://doi.org/10.33682/6dud-z6jm,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Dear Claude,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Dear_Claude.pdf,http://www.nyu.edu/calabash/vol2no1/,Dear Claude.pdf,Dear Claude,,Fall 2002,Maggie Harris
